"Localization Key","English","Polish"
"PF2E.Actions.Aid.Notes.criticalFailure","Your ally takes a –1 circumstance penalty to the triggering check.","Twój sojusznik ponosi karę sytuacyjną -1 do wspieranego testu."
"PF2E.Actions.Aid.Notes.criticalSuccess","You grant your ally a +2 circumstance bonus to the triggering check. If you're a master with the check you attempted, the bonus is +3, and if you're legendary, it's +4.","Zapewniasz swojemu sojusznikowi sytuacyjną premię +2 do wspieranego testu. Jeśli jesteś Mistrzem w teście, który wspierasz, premia zwiększa się do +3, a jeśli jesteś Legendą do +4."
"PF2E.Actions.Aid.Notes.success","You grant your ally a +1 circumstance bonus to the triggering check.","Zapewniasz sojusznikowi premię sytuacyjną +1 do wspieranego testu."
"PF2E.Actions.Aid.Title","Aid","Wsparcie"
"PF2E.Actions.Aid.Warning.NoStatistic","The Aid action can be used with different statistics, and no statistic was specified.","Wsparcie może zostać dokonane z użyciem różnych statystyk, ale nie dostarczono żadnych statystyk."
"PF2E.Actions.ArcaneSlam.Modifier.SizeDifference","Size Difference","Różnica Rozmiarów"
"PF2E.Actions.ArcaneSlam.Notes.NoTarget","<strong>Size Difference</strong> You take a -2 circumstance penalty to your check if the target is one size larger than you and a -4 circumstance penalty if it's larger than that. You gain a +2 circumstance bonus to your check if the target is one size smaller than you and a +4 circumstance bonus if it's smaller than that.","<strong>Różnica Rozmiarów</strong> Odnosisz karę sytuacyjną -2 do testu jeśli cel jest większy od ciebie o rozmiar, lub -4 jeśli jest jeszcze większy. Otrzymujesz premię sytuacyjną +2 do testu jeśli cel jest mniejszy od ciebie o rozmiar, lub +4 jeśli jest mniejszy o więcej."
"PF2E.Actions.ArcaneSlam.Notes.criticalFailure","<strong>Critical Failure</strong> The creature breaks free and is no longer @UUID[Compendium.pf2e.conditionitems.Item.kWc1fhmv9LBiTuei]{grabbed} or @UUID[Compendium.pf2e.conditionitems.Item.VcDeM8A5oI6VqhbM]{restrained} by you.","<strong>Krytyczna Porażka</strong> Istota uwalnia się i nie jest już przez ciebie @UUID[Compendium.pf2e.conditionitems.Item.kWc1fhmv9LBiTuei]{pochwycona} ani @UUID[Compendium.pf2e.conditionitems.Item.VcDeM8A5oI6VqhbM]{spętana}."
"PF2E.Actions.ArcaneSlam.Notes.criticalSuccess","<strong>Critical Success</strong> You slam the foe down and the magical energy overwhelms it. The creature is knocked @UUID[Compendium.pf2e.conditionitems.Item.j91X7x0XSomq8d60]{prone}, becomes @UUID[Compendium.pf2e.conditionitems.Item.TkIyaNPgTZFBCCuh]{dazzled} for 1 round, and takes damage equal to [[/r 2d6 + @abilities.str.mod # Damage: Arcane Slam]]{2d6 plus your Strength modifier}. The foe is no longer @UUID[Compendium.pf2e.conditionitems.Item.kWc1fhmv9LBiTuei]{grabbed} or @UUID[Compendium.pf2e.conditionitems.Item.VcDeM8A5oI6VqhbM]{restrained} by you.","<strong>Krytyczny Sukces</strong> Zwalasz wroga z nóg przytłaczającą magiczną energią. Istota staje się @UUID[Compendium.pf2e.conditionitems.Item.j91X7x0XSomq8d60]{powalona} oraz @UUID[Compendium.pf2e.conditionitems.Item.TkIyaNPgTZFBCCuh]{zamroczona} na 1 rundę i otrzymuje obrażenia w ilości [[/r 2d6 + @abilities.str.mod # Damage: Arcane Slam]]{2k6 plus twój modyfikator Siły}. Wróg nie jest już przez ciebie @UUID[Compendium.pf2e.conditionitems.Item.kWc1fhmv9LBiTuei]{pochwycony} ani @UUID[Compendium.pf2e.conditionitems.Item.VcDeM8A5oI6VqhbM]{spętany}."
"PF2E.Actions.ArcaneSlam.Notes.failure","<strong>Failure</strong> You are unable to slam the creature, but your hold on the creature remains.","<strong>Porażka</strong> Nie jesteś w stanie powalić wroga ale nadal utrzymujesz na nim chwyt."
"PF2E.Actions.ArcaneSlam.Notes.success","<strong>Success</strong> You slam the foe down. The creature is knocked @UUID[Compendium.pf2e.conditionitems.Item.j91X7x0XSomq8d60]{prone} and takes damage equal to your [[/r @abilities.str.mod # Damage: Arcane Slam]]{Strength modifier}. The foe is no longer @UUID[Compendium.pf2e.conditionitems.Item.kWc1fhmv9LBiTuei]{grabbed} or @UUID[Compendium.pf2e.conditionitems.Item.VcDeM8A5oI6VqhbM]{restrained} by you.","<strong>Sukces</strong> Zwalasz wroga z nóg. Istota staje się @UUID[Compendium.pf2e.conditionitems.Item.j91X7x0XSomq8d60]{powalona} i otrzymuje obrażenia równe twojemu [[/r @abilities.str.mod # Damage: Arcane Slam]]{modyfikatorowi Siły}. Wróg nie jest już przez ciebie @UUID[Compendium.pf2e.conditionitems.Item.kWc1fhmv9LBiTuei]{pochwycony} ani @UUID[Compendium.pf2e.conditionitems.Item.VcDeM8A5oI6VqhbM]{spętany}."
"PF2E.Actions.ArcaneSlam.Title","Arcane Slam","Arkaniczne Powalenie"
"PF2E.Actions.AvoidNotice.Description","<p>You attempt a Stealth check to avoid notice while traveling at half speed. If you have the Swift Sneak feat, you can move at full Speed rather than half, but you still can't use another exploration activity while you do so. If you have the Legendary Sneak feat, you can move at full Speed and use a second exploration activity. If you're Avoiding Notice at the start of an encounter, you usually roll a Stealth check instead of a Perception check both to determine your initiative and to see if the enemies notice you (based on their Perception DCs, as normal for Sneak, regardless of their initiative check results).</p>","<p>Wykonujesz test Skradania Się aby unikać wykrycia i poruszasz się z połową prędkości. Jeśli masz atut Szybkiego Przekradania możesz poruszać się z pełną prędkością, ale nadal nie możesz wykonywać w tym samym czasie żadnej innej aktywności eksploracji. Jeśli masz atut Legendarnego Przekradania możesz poruszać się pełną prędkością oraz wykonywać w tym czasie inną aktywność eksploracji. Jeśli Unikasz Wykrycia w momencie rozpoczęcia starcia na ogół rzucasz test Skradania Się zamiast Percepcji zarówno na rzecz określenia swojej inicjatywy jak i tego czy zauważają cię wrogowie (niezależnie od wyniku ich inicjatywy, w oparciu o ich ST Percepcji jak zwykle przy Przekradaniu Się).</p>"
"PF2E.Actions.AvoidNotice.Notes.criticalSuccess","<strong>Critical Success</strong> You're @UUID[Compendium.pf2e.conditionitems.Item.VRSef5y1LmL2Hkjf]{undetected} by the creature during your movement and remain undetected by the creature at the end of it.<br/><br/>See the @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Sneak} action for details.","<strong>Krytyczny Sukces</strong> Jesteś @UUID[Compendium.pf2e.conditionitems.Item.VRSef5y1LmL2Hkjf]{niewykryty} przez istotę w trakcie swojego ruchu oraz pozostajesz niewykryty po jego zakończeniu.<br/><br/>Szczegóły znajdziesz w akcji @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Przekradanie Się}."
"PF2E.Actions.AvoidNotice.Notes.success","<strong>Success</strong> You're @UUID[Compendium.pf2e.conditionitems.Item.VRSef5y1LmL2Hkjf]{undetected} by the creature during your movement and remain undetected by the creature at the end of it.<br/><br/>See the @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Sneak} action for details.","<strong>Sukces</strong> Jesteś @UUID[Compendium.pf2e.conditionitems.Item.VRSef5y1LmL2Hkjf]{niewykryty} przez istotę w trakcie swojego ruchu oraz pozostajesz niewykryty po jego zakończeniu.<br/><br/>Szczegóły znajdziesz w akcji @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Przekradanie Się}."
"PF2E.Actions.AvoidNotice.Title","Avoid Notice","Unikanie Wykrycia"
"PF2E.Actions.Balance.Description","<p>You move across a narrow surface or uneven ground, attempting an Acrobatics check against its Balance DC. You are off-guard while on a narrow surface or uneven ground.</p><p><strong>Critical Success</strong> You move up to your Speed.<br><strong>Success</strong> You move up to your Speed, treating it as difficult terrain (every 5 feet costs 10 feet of movement).<br><strong>Failure</strong> You must remain stationary to keep your balance (wasting the action) or you fall. If you fall, your turn ends.<br><strong>Critical Failure</strong> You fall and your turn ends.</p><section class=""sample-tasks""><h2>Sample Balance Tasks</h2><p><strong>Untrained</strong> tangled roots, uneven cobblestones</p><p><strong>Trained</strong> wooden beam</p><p><strong>Expert</strong> deep, loose gravel</p><p><strong>Master</strong> tightrope, smooth sheet of ice</p><p><strong>Legendary</strong> razor's edge, chunks of floor falling in midair</p></section>","<p>Przemieszczasz się po wąskiej powierzchni lub nierównym terenie, wykonując test akrobatyki przeciw ST Balansowania. Przebywając na wąskiej powierzchni lub nierównym terenie masz opuszczoną gardę.</p><p><strong>Krytyczny Sukces</strong> Poruszasz się na odległość nie większą od swojej Prędkości.<br><strong>Sukces</strong> Poruszasz się na odległość nie większą od swojej Prędkości traktując nierówność jako trudny teren (przemieszczenie się na pole kosztuje dodatkowe 5 stóp ruchu).<br><strong>Porażka</strong> Musisz pozostać w miejscu aby utrzymać równowagę (marnując akcję), lub upadasz. Jeśli upadniesz twoja tura się kończy.<br><strong>Krytyczna Porażka</strong> Upadasz a twoja tura się kończy.</p><section class=""sample-tasks""><h2>Przykładowe Wyzwania Balansowania</h2><p><strong>Niewytrenowanie</strong> splątane korzenie, nierówny bruk</p><p><strong>Wytrenowanie</strong> drewniana belka</p><p><strong>Eksperctwo</strong> głęboki i sypki żwir</p><p><strong>Mistrzostwo</strong> lina, gładka tafla lodu</p><p><strong>Legendarność</strong> ostrze brzytwy, kawałki podłogi spadające w powietrzu</p></section>"
"PF2E.Actions.Balance.Notes.criticalFailure","<strong>Critical Failure</strong> You fall and your turn ends.","<strong>Krytyczna Porażka</strong> Upadasz a twoja tura się kończy."
"PF2E.Actions.Balance.Notes.criticalSuccess","<strong>Critical Success</strong> You move up to your Speed.","<strong>Krytyczny Sukces</strong> Poruszasz się na odległość nie większą od swojej Prędkości."
"PF2E.Actions.Balance.Notes.failure","<strong>Failure</strong> You must remain stationary to keep your balance (wasting the action) or you fall. If you fall, your turn ends.","<strong>Porażka</strong> Musisz pozostać w miejscu aby utrzymać równowagę (marnując akcję), lub upadasz. Jeśli upadniesz twoja tura się kończy."
"PF2E.Actions.Balance.Notes.success","<strong>Success</strong> You move up to your Speed, treating it as difficult terrain (every 5 feet costs 10 feet of movement).","<strong>Sukces</strong> Poruszasz się na odległość nie większą od swojej Prędkości traktując nierówność jako trudny teren (przemieszczenie się na pole kosztuje dodatkowe 5 stóp ruchu)."
"PF2E.Actions.Balance.Title","Balance","Balansowanie"
"PF2E.Actions.BonMot.Notes.criticalFailure","<strong>Critical Failure</strong> Your quip is atrocious. You take the same penalty an enemy would take had you succeeded. This ends after 1 minute or if you issue another Bon Mot and succeed. @UUID[Compendium.pf2e.feat-effects.Item.GoSls6SKCFmSoDxT]{Effect: Bon Mot}","<strong>Krytyczna Porażka</strong> Twój dowcip jest doprawdy żenujący. Ponosisz taką samą karę, jaką odniósłby wróg po twoim sukcesie. Ten efekt kończy się po 1 minucie lub jeśli wykonasz Bon Mot i odniesiesz sukces. @UUID[Compendium.pf2e.feat-effects.Item.GoSls6SKCFmSoDxT]{Efekt: Bon Mot}"
"PF2E.Actions.BonMot.Notes.criticalSuccess","<strong>Critical Success</strong> The target is distracted and takes a -3 status penalty to Perception and Will saves for 1 minute. The target can end the effect early with a retort to your Bon Mot. This can either be a single action that has the concentrate trait or an appropriate skill action to frame their retort. The GM determines which skill actions qualify, though they must take at least 1 action. Typically, the retort needs to use a linguistic Charisma-based skill action. @UUID[Compendium.pf2e.feat-effects.Item.CtrZFI3RV0yPNzTv]{Effect: Bon Mot (Critical Success)}","<strong>Krytyczny Sukces</strong> Cel jest rozproszony i ponosi karę statusową -3 do Percepcji i rzutów obronnych Woli na 1 minutę. Cel może przedwcześnie zakończyć ten efekt odpowiadając ripostą na twój bon mot. Może być to pojedyncza akcja o cesze koncentracji lub adekwatny test umiejętności opisujący ripostę. MG określa jakie akcje umiejętności się kwalifikują, chociaż na ogół muszą zajmować one co najmniej 1 akcję. Typowo, riposta jest lingwistyczną akcję opartą na Charyzmie. @UUID[Compendium.pf2e.feat-effects.Item.CtrZFI3RV0yPNzTv]{Efekt: Bon Mot (Critical Success)}"
"PF2E.Actions.BonMot.Notes.success","<strong>Success</strong> The target is distracted and takes a -2 status penalty to Perception and Will saves for 1 minute. The target can end the effect early with a retort to your Bon Mot. This can either be a single action that has the concentrate trait or an appropriate skill action to frame their retort. The GM determines which skill actions qualify, though they must take at least 1 action. Typically, the retort needs to use a linguistic Charisma-based skill action. @UUID[Compendium.pf2e.feat-effects.Item.GoSls6SKCFmSoDxT]{Effect: Bon Mot}","<strong>Sukces</strong> Cel jest rozproszony i ponosi karę statusową -2 do Percepcji i rzutów obronnych Woli na 1 minutę. Cel może przedwcześnie zakończyć ten efekt odpowiadając ripostą na twój bon mot. Może być to pojedyncza akcja o cesze koncentracji lub adekwatny test umiejętności opisujący ripostę. MG określa jakie akcje umiejętności się kwalifikują, chociaż na ogół muszą zajmować one co najmniej 1 akcję. Typowo, riposta jest lingwistyczną akcję opartą na Charyzmie. @UUID[Compendium.pf2e.feat-effects.Item.GoSls6SKCFmSoDxT]{Efekt: Bon Mot}"
"PF2E.Actions.BonMot.Title","Bon Mot","Bon Mot"
"PF2E.Actions.Climb.Notes.criticalFailure","<strong>Critical Failure</strong> You fall. If you began the climb on stable ground, you fall and land @UUID[Compendium.pf2e.conditionitems.Item.j91X7x0XSomq8d60]{Prone}.","<strong>Krytyczna Porażka</strong> Tracisz przyczepność. Jeśli zacząłeś Wspinaczkę na stabilnym gruncie, spadasz i lądujesz @UUID[Compendium.pf2e.conditionitems.Item.j91X7x0XSomq8d60]{powalony}."
"PF2E.Actions.Climb.Notes.criticalSuccess","<strong>Critical Success</strong> You move up, across, or safely down the incline for 5 feet plus 5 feet per 20 feet of your land Speed (a total of 10 feet for most PCs).","<strong>Krytyczny Sukces</strong> Bezpiecznie poruszasz się w górę, w poprzek lub w dół stromizny o 5 stóp plus dodatkowe 5 stóp za każde 20 stóp posiadanej Prędkości lądowej (dla większości BG 10 stóp)."
"PF2E.Actions.Climb.Notes.success","<strong>Success</strong> You move up, across, or safely down the incline for 5 feet per 20 feet of your land Speed (a total of 5 feet for most PCs, minimum 5 feet if your Speed is below 20 feet).","<strong>Sukces</strong> Bezpiecznie poruszasz się w górę, w poprzek lub w dół stromizny o 5 stóp za każde 20 stóp posiadanej Prędkości lądowej (dla większości BG 5 stóp, minimum 5 stóp jeśli twoja Prędkość lądowa jest mniejsza od 20 stóp)."
"PF2E.Actions.Climb.Title","Climb","Wspinaczka"
"PF2E.Actions.Coerce.Description","<p>With threats either veiled or overt, you attempt to bully a creature into doing what you want. You must spend at least 1 minute of conversation with a creature you can see and that can either see or sense you. At the end of the conversation, attempt an Intimidation check against the target's Will DC, modified by any circumstances the GM determines. The attitudes referenced in the effects below are summarized in the Changing Attitudes sidebar and described in full in the Conditions Appendix.</p><p><strong>Critical Success</strong> The target gives you the information you seek or agrees to follow your directives so long as they aren't likely to harm the target in any way. The target continues to comply for an amount of time determined by the GM but not exceeding 1 day, at which point the target becomes unfriendly (if they weren't already unfriendly or hostile). However, the target is too scared of you to retaliate - at least in the short term.<br><strong>Success</strong> As critical success, but once the target becomes unfriendly, they might decide to act against you — for example, by reporting you to the authorities or assisting your enemies.<br><strong>Failure</strong> The target doesn't do what you say, and if they were not already unfriendly or hostile, they become unfriendly.<br><strong>Critical Failure</strong> The target refuses to comply, becomes hostile if they weren't already, and can't be Coerced by you for at least 1 week.</p>","<p>Próbujesz przymusić istotę do zrobienia tego czego chcesz za pomocą bezpośrednich lub ukrytych gróźb. Musisz spędzić co najmniej minutę na konwersowaniu z istotą, która cię widzi lub w inny sposób wyczuwa twoją obecność. Na koniec interakcji wykonaj test Zastraszania przeciw ST Woli istoty, zmodyfikowany o wszelkie okoliczności wskazane przez MG. Opisane poniżej nastawienia istoty są streszczone w rubryczce Zmiana Nastawienia i wyjaśnione w pełni w definicjach Statusów.</p><p><strong>Krytyczny Sukces</strong> Cel przekazuje ci informacje, których poszukujesz lub zgadza się z tobą kooperować tak długo jak nie zagraża mu bezpośrednia krzywda. Cel jest ci uległy przez czas określony przez MG ale nieprzekraczający 1 dnia, a potem cel staje się nieprzyjazny (o ile jeszcze nie był ci nieprzyjazny lub wrogi). Cel jest jednak zbyt zastraszony aby wziąć na tobie odwet — przynajmniej w krótkiej perspektywie czasu.<br><strong>Sukces</strong> Jak krytyczny sukces, ale kiedy cel stanie się nieprzyjazny może zdecydować się działać przeciw tobie — na przykład zgłaszając cię władzom lub pomagając twoim wrogom.<br><strong>Porażka</strong> Cel nie spełnia twoich żądań i staje się nieprzyjazny, o ile jeszcze nie był ci nieprzyjazny lub wrogi.<br><strong>Krytyczna Porażka</strong> Cel nie spełnia twoich żądań i staje się nieprzyjazny, o ile jeszcze nie był ci nieprzyjazny lub wrogi, oraz nie poddaje się dalszym próbom twoich Wymuszeń przez co najmniej 1 tydzień.</p>"
"PF2E.Actions.Coerce.Notes.criticalFailure","<strong>Critical Failure</strong> The target refuses to comply, becomes hostile if they weren't already, and can't be Coerced by you for at least 1 week.","<strong>Krytyczna Porażka</strong> Cel nie spełnia twoich żądań i staje się nieprzyjazny, o ile jeszcze nie był ci nieprzyjazny lub wrogi, oraz nie poddaje się dalszym próbom twoich Wymuszeń przez co najmniej 1 tydzień."
"PF2E.Actions.Coerce.Notes.criticalSuccess","<strong>Critical Success</strong> The target gives you the information you seek or agrees to follow your directives so long as they aren't likely to harm the target in any way. The target continues to comply for an amount of time determined by the GM but not exceeding 1 day, at which point the target becomes unfriendly (if they weren't already unfriendly or hostile). However, the target is too scared of you to retaliate—at least in the short term.","<strong>Krytyczny Sukces</strong> Cel przekazuje ci informacje, których poszukujesz lub zgadza się z tobą kooperować tak długo jak nie zagraża mu bezpośrednia krzywda. Cel jest ci uległy przez czas określony przez MG ale nieprzekraczający 1 dnia, a potem cel staje się nieprzyjazny (o ile jeszcze nie był ci nieprzyjazny lub wrogi). Cel jest jednak zbyt zastraszony aby wziąć na tobie odwet — przynajmniej w krótkiej perspektywie czasu."
"PF2E.Actions.Coerce.Notes.failure","<strong>Failure</strong> The target doesn't do what you say, and if they were not already unfriendly or hostile, they become unfriendly.","<strong>Porażka</strong> Cel nie spełnia twoich żądań i staje się nieprzyjazny, o ile jeszcze nie był ci nieprzyjazny lub wrogi."
"PF2E.Actions.Coerce.Notes.success","<strong>Success</strong> As critical success, but once the target becomes unfriendly, they might decide to act against you—for example, by reporting you to the authorities or assisting your enemies.","<strong>Sukces</strong> Jak krytyczny sukces, ale kiedy cel stanie się nieprzyjazny może zdecydować się działać przeciw tobie — na przykład zgłaszając cię władzom lub pomagając twoim wrogom."
"PF2E.Actions.Coerce.Title","Coerce","Wymuszenie"
"PF2E.Actions.CommandAnAnimal.Description","<p>You issue an order to an animal. Attempt a Nature check against the animal's Will DC. The GM might adjust the DC if the animal has a good attitude toward you, you suggest a course of action it was predisposed toward, or you offer it a treat.</p><p>You automatically fail if the animal is hostile or unfriendly to you. If the animal is helpful to you, increase your degree of success by one step. You might be able to Command an Animal more easily with a feat like Ride.</p><p>Most animals know the Drop Prone, Leap, Seek, Stand, Stride, and Strike basic actions. If an animal knows an activity, such as a horse's Gallop, you can Command the Animal to perform the activity, but you must spend as many actions on Command an Animal as the activity's number of actions. You can also spend multiple actions to Command the Animal to perform that number of basic actions on its next turn; for instance, you could spend 3 actions to Command an Animal to Stride three times or to Stride twice and then Strike.</p><p><strong>Success</strong> The animal does as you command on its next turn.<br><strong>Failure</strong> The animal is hesitant or resistant, and it does nothing.<br><strong>Critical Failure</strong> The animal misbehaves or misunderstands, and it takes some other action determined by the GM.</p>","<p>Wydajesz komendę zwierzęciu. Wykonaj test Przyrody przeciw ST Woli zwierzęcia. MG może dostosować ST jeśli zwierzę jest wobec ciebie pozytywnie nastawione, jeśli sugerujesz naturalny dla niego kierunek działań lub jeśli oferujesz mu smakołyk.</p><p>Jeśli zwierzę jest wobec ciebie nieprzyjazne lub wrogie, automatycznie odnosisz porażkę. Jeśli zwierzę jest wobec ciebie pomocne zwiększ swój stopień sukcesu o 1. Możesz mieć możliwość łatwiejszego Panowania Nad Zwierzęciem z wykorzystaniem atutu takiego jak Jeździectwo.</p><p>Większość zwierząt zna podstawowe akcje Biegu, Ciosu, Padnięcia, Powstania, Przeskoku oraz Szukania. Jeśli zwierzę za aktywność, taką jak Galop konia, możesz kazać mu ją wykonać w ramach swojej komendy, ale musisz na to poświęcić tyle akcji, ile zajmuje zwierzęciu wykonanie aktywności. Możesz też wydać wiele akcji na rzecz Zapanowania Nad Zwierzęciem aby kazać mu wykonać tę samą ilość akcji w jego turze; przykładowo możesz wydać trzy akcje na Zapanowanie Nad Zwierzęciem aby kazać mu Biec trzy razy lub Biec dwa razy a potem zadać Cios.</p><p><strong>Sukces</strong> W następnej turze zwierzę zachowuje się zgodnie z twoimi poleceniami.<br><strong>Porażka</strong> Zwierzę wacha się lub sprzeciwia i nie robi nic.<br><strong>Krytyczna Porażka</strong> Zwierzę nie rozumie komendy lub jest niesforne i wykonuje inną akcję określoną przez MG.</p>"
"PF2E.Actions.CommandAnAnimal.Notes.criticalFailure","<strong>Critical Failure</strong> The animal misbehaves or misunderstands, and it takes some other action determined by the GM.","<strong>Krytyczna Porażka</strong> Zwierzę nie rozumie komendy lub jest niesforne i wykonuje inną akcję określoną przez MG."
"PF2E.Actions.CommandAnAnimal.Notes.failure","<strong>Failure</strong> The animal is hesitant or resistant, and it does nothing.","<strong>Porażka</strong> Zwierzę wacha się lub sprzeciwia i nie robi nic."
"PF2E.Actions.CommandAnAnimal.Notes.success","<strong>Success</strong> The animal does as you command on its next turn.","<strong>Sukces</strong> W następnej turze zwierzę zachowuje się zgodnie z twoimi poleceniami."
"PF2E.Actions.CommandAnAnimal.Title","Command an Animal","Panowanie nad Zwierzęciem"
"PF2E.Actions.ConcealAnObject.Description","<p>You hide a small object on your person (such as a weapon of light Bulk). When you try to sneak a concealed object past someone who might notice it, the GM rolls your Stealth check and compares it to this passive observer's Perception DC. Once the GM rolls your check for a concealed object, that same result is used no matter how many passive observers you try to sneak it past. If a creature is specifically searching you for an item, it can attempt a Perception check against your Stealth DC (finding the object on success).</p><p>You can also conceal an object somewhere other than your person, such as among undergrowth or in a secret compartment within a piece of furniture. In this case, characters Seeking in an area compare their Perception check results to your Stealth DC to determine whether they find the object.</p><p><strong>Success</strong> The object remains undetected.<br><strong>Failure</strong> The searcher finds the object.</p>","<p>Ukrywasz noszony przy sobie niewielkich rozmiarów (taki jak broń o lekkim Naręczu). Kiedy usiłujesz przemycić obiekt w obecności kogoś kto może to zauważyć, MG rzuca w sekrecie twój test Skradania Się i porównuje wynik ze ST Percepcji pasywnych obserwatorów. Kiedy już MG rzuci twój test na ukrywanie danego przedmiotu używa uzyskanego wyniku niezależnie od tego jak wielu pasywnych obserwatorów będziesz próbował oszukać. Jeśli istota świadomie szuka obiektu może wykonać test Percepcji przeciw twojemu ST Skradania Się (znajdując obiekt przy sukcesie).</p><p>Możesz również ukrywać obiekt nie przy sobie a w innym miejscu, na przykład w poszyciu leśnym lub w sekretnej skrytce mebla. W takim wypadku istoty Szukające w danym obszarze porównują wynik swojego testu na Percepcję z twoim ST Skradania Się aby określić czy znajdują przedmiot.</p><p><strong>Sukces</strong> Obiekt pozostaje niewykryty.<br><strong>Porażka</strong> Szukający odnajduje obiekt.</p>"
"PF2E.Actions.ConcealAnObject.Notes.failure","<strong>Failure</strong> The searcher finds the object.","<strong>Porażka</strong> Szukający odnajduje obiekt."
"PF2E.Actions.ConcealAnObject.Notes.success","<strong>Success</strong> The object remains undetected.","<strong>Sukces</strong> Obiekt pozostaje niewykryty."
"PF2E.Actions.ConcealAnObject.Title","Conceal an Object","Ukrywanie Przedmiotu"
"PF2E.Actions.Craft.Details.DaysForNoCost","Days until no Additional Cost:","Dni do braku Dodatkowych Kosztów:"
"PF2E.Actions.Craft.Details.Discount","Discount Per Day:","Zniżka Na Dzień:"
"PF2E.Actions.Craft.Details.LostMaterials","Lose {cost} of Materials","Utrać {cost} w Materiałach"
"PF2E.Actions.Craft.Details.PayFull","Pay {cost} Full Costs and Craft","Opłać Pełen Koszt {cost} i Wytwórz"
"PF2E.Actions.Craft.Details.PayMaterials","Pay {cost} Material Costs and Craft","Opłać Koszt Materiałów {cost} i Wytwórz"
"PF2E.Actions.Craft.Details.ReceiveItem","Receive Item","Otrzymaj Przedmiot"
"PF2E.Actions.Craft.Error.ItemReferenceMismatch","Only accepts physical items for Craft from a compendium or the world's Item Directory.","Na rzecz wytwarzania akceptowane są tylko fizyczne przedmioty z kompendium lub folderu przedmiotów świata gry."
"PF2E.Actions.Craft.Information.LoseMaterials","{actorName} loses {cost} of materials.","{actorName} traci {cost} w materiałach."
"PF2E.Actions.Craft.Information.PayAndReceive","{actorName} pays {cost} crafting costs and receives {quantity}x {itemName}.","{actorName} opłaca {cost} kosztów wytwarzania o otrzymuje {quantity}x {itemName}."
"PF2E.Actions.Craft.Information.ReceiveItem","{actorName} receives {quantity}x {itemName}.","{actorName} otrzymuje {quantity}x {itemName}."
"PF2E.Actions.Craft.Notes.criticalFailure","<strong>Critical Failure</strong> You fail to complete the item. You ruin 10% of the raw materials you supplied, but you can salvage the rest. If you want to try again, you must start over.","<strong>Krytyczna Porażka</strong> Nie udaje ci się ukończyć przedmiotu. Marnujesz 10% dostarczonych surowych materiałów, ale resztę udaje ci się odzyskać. Jeśli chcesz spróbować ponownie, musisz zacząć od początku."
"PF2E.Actions.Craft.Notes.criticalSuccess","<strong>Critical Success</strong> Your attempt is successful. Each additional day spent Crafting reduces the materials needed to complete the item by an amount based on your level + 1 and your proficiency rank in Crafting.","<strong>Krytyczny Sukces</strong> Twoje wysiłki są owocne. Każdy dodatkowy dzień spędzony na Wytwarzaniu zmniejsza koszt materiałów niezbędnych do wytworzenia przedmiotu w oparciu o twój poziom + 1 i twoją biegłość w Rzemiośle."
"PF2E.Actions.Craft.Notes.failure","<strong>Failure</strong> You fail to complete the item. You can salvage the raw materials you supplied for their full value. If you want to try again, you must start over.","<strong>Porażka</strong> Nie udaje ci się ukończyć przedmiotu. Możesz odzyskać materiały bez strat w ich wartości. Jeśli chcesz spróbować ponownie, musisz zacząć od zera."
"PF2E.Actions.Craft.Notes.success","<strong>Success</strong> Your attempt is successful. Each additional day spent Crafting reduces the materials needed to complete the item by an amount based on your level and your proficiency rank.","<strong>Sukces</strong> Twoje wysiłki są owocne. Każdy dodatkowy dzień spędzony na Wytwarzaniu zmniejsza koszt materiałów niezbędnych do wytworzenia przedmiotu w oparciu o twój poziom i twoją biegłość w Rzemiośle."
"PF2E.Actions.Craft.SelectItemDialog.CancelButtonLabel","Cancel","Anuluj"
"PF2E.Actions.Craft.SelectItemDialog.CraftButtonLabel","Craft","Wytwórz"
"PF2E.Actions.Craft.SelectItemDialog.DropItemZoneLabel","Drag item here...","Przeciągnij tu przedmiot..."
"PF2E.Actions.Craft.SelectItemDialog.Title","Select item to Craft","Wybierz przedmiot do Wytwarzania"
"PF2E.Actions.Craft.SelectSpellDialog.CraftButtonLabel","Craft","Wytwórz"
"PF2E.Actions.Craft.SelectSpellDialog.Title","Select Spell","Wybierz Zaklęcie"
"PF2E.Actions.Craft.Title","Craft","Wytwarzanie"
"PF2E.Actions.Craft.Warning.CantAddItem","Could not add items","Nie udało się dodać przedmiotów"
"PF2E.Actions.Craft.Warning.InsufficientCoins","Insufficient coins","Niewystarczająca ilość monet"
"PF2E.Actions.Craft.Warning.MissingItem","Unable to Craft unknown item with ID {uuid}.","Nie można wytworzyć nieznanego przedmiotu o ID {uuid}."
"PF2E.Actions.Craft.Warning.NotPhysicalItem","Specified item {item} is not a physical item.","Określony przedmiot {item} nie jest fizycznym przedmiotem."
